eps,hp_idx,accuracy
None,0,0.27458333333333335
None,1,0.11383333333333333
None,2,0.24458333333333335
None,3,0.11383333333333333
None,4,0.11383333333333333
None,5,0.097
None,6,0.921
None,7,0.097
None,8,0.9293333333333333
None,9,0.097
None,10,0.6761666666666667
None,11,0.7601666666666667
None,12,0.72725
None,13,0.8219166666666666
None,14,0.7891666666666667
None,15,0.8200833333333334
None,16,0.8865
None,17,0.9405833333333333
None,18,0.88775
None,19,0.947
None,20,0.6100833333333333
None,21,0.7165
None,22,0.6765833333333333
None,23,0.724
None,24,0.6499166666666667
None,25,0.8254166666666667
None,26,0.86325
None,27,0.9246666666666666
None,28,0.8725
None,29,0.93125
None,30,0.103
None,31,0.09258333333333334
None,32,0.09941666666666667
None,33,0.14691666666666667
None,34,0.08933333333333333
None,35,0.12508333333333332
None,36,0.09866666666666667
None,37,0.27316666666666667
None,38,0.059666666666666666
None,39,0.3545
None,40,0.13366666666666666
None,41,0.11966666666666667
None,42,0.097
None,43,0.06266666666666666
None,44,0.08258333333333333
None,45,0.11383333333333333
None,46,0.095
None,47,0.13841666666666666
None,48,0.15683333333333332
None,49,0.13108333333333333
None,50,0.09708333333333333
None,51,0.10058333333333333
None,52,0.09858333333333333
None,53,0.11491666666666667
None,54,0.10933333333333334
None,55,0.0665
None,56,0.10341666666666667
None,57,0.10075
None,58,0.08766666666666667
None,59,0.08933333333333333
None,60,0.09533333333333334
None,61,0.09083333333333334
None,62,0.0885
None,63,0.10725
None,64,0.08391666666666667
None,65,0.09525
None,66,0.09758333333333333
None,67,0.11025
None,68,0.07966666666666666
None,69,0.11458333333333333
None,70,0.06958333333333333
None,71,0.09708333333333333
None,72,0.1185
None,73,0.08375
None,74,0.09941666666666667
None,75,0.09833333333333333
None,76,0.08608333333333333
None,77,0.08408333333333333
None,78,0.09483333333333334
None,79,0.10491666666666667
None,80,0.10083333333333333
None,81,0.1005
None,82,0.09616666666666666
None,83,0.13041666666666665
None,84,0.15558333333333332
None,85,0.09658333333333333
None,86,0.09466666666666666
None,87,0.09958333333333333
None,88,0.09591666666666666
None,89,0.10225
None,90,0.106
None,91,0.1
None,92,0.057833333333333334
None,93,0.0965
None,94,0.097
None,95,0.07608333333333334
None,96,0.09225
None,97,0.09683333333333333
None,98,0.11825
None,99,0.09525
