eps,hp_idx,accuracy
None,0,0.7614643874643874
None,1,0.7614643874643874
None,2,0.7614643874643874
None,3,0.7614643874643874
None,4,0.7614643874643874
None,5,0.7648091168091168
None,6,0.840119658119658
None,7,0.8418632478632477
None,8,0.8373618233618232
None,9,0.8445584045584044
None,10,0.7614643874643874
None,11,0.7614643874643874
None,12,0.7614643874643874
None,13,0.7614643874643874
None,14,0.761920227920228
None,15,0.7614643874643872
None,16,0.7614643874643874
None,17,0.8330826210826211
None,18,0.764051282051282
None,19,0.8361652421652421
None,20,0.7614643874643874
None,21,0.7614643874643874
None,22,0.7614643874643874
None,23,0.7614643874643874
None,24,0.7614643874643874
None,25,0.7614643874643874
None,26,0.7614643874643874
None,27,0.7626780626780626
None,28,0.7614643874643876
None,29,0.7625299145299147
None,30,0.7646609686609687
None,31,0.7619259259259259
None,32,0.2385356125356125
None,33,0.7490142450142451
None,34,0.7614643874643874
None,35,0.2206210826210826
None,36,0.7497264957264957
None,37,0.275982905982906
None,38,0.7232307692307692
None,39,0.7634358974358976
None,40,0.23853561253561253
None,41,0.2450826210826211
None,42,0.761920227920228
None,43,0.7746780626780626
None,44,0.23413105413105412
None,45,0.6032763532763533
None,46,0.7651282051282051
None,47,0.2385356125356125
None,48,0.7712193732193733
None,49,0.26231908831908834
None,50,0.7474415954415955
None,51,0.7649173789173789
None,52,0.23853561253561253
None,53,0.2495099715099715
None,54,0.23807977207977207
None,55,0.2687122507122507
None,56,0.7299259259259259
None,57,0.6797891737891738
None,58,0.2385356125356125
None,59,0.6490541310541311
None,60,0.23911680911680913
None,61,0.22245014245014244
None,62,0.7654245014245014
None,63,0.46083760683760683
None,64,0.2354757834757835
None,65,0.2796923076923077
None,66,0.23614814814814813
None,67,0.7579658119658119
None,68,0.4390769230769231
None,69,0.2382279202279202
None,70,0.35133333333333333
None,71,0.7675498575498575
None,72,0.7614643874643874
None,73,0.7655669515669515
None,74,0.7614643874643874
None,75,0.23397720797720795
None,76,0.47842165242165247
None,77,0.23853561253561248
None,78,0.2781652421652422
None,79,0.7777264957264958
None,80,0.7247179487179488
None,81,0.7603931623931625
None,82,0.7434358974358974
None,83,0.24374928774928784
None,84,0.7805982905982906
None,85,0.6501538461538462
None,86,0.23823361823361822
None,87,0.23990313390313392
None,88,0.7605811965811965
None,89,0.7585071225071224
None,90,0.7206951566951566
None,91,0.7675726495726495
None,92,0.2385356125356125
None,93,0.7611623931623932
None,94,0.7651168091168091
None,95,0.7614643874643874
None,96,0.43357264957264957
None,97,0.2448091168091168
None,98,0.23807407407407408
None,99,0.7614643874643874
