eps,hp_idx,accuracy
None,0,0.7678181818181818
None,1,0.8165011655011651
None,2,0.7675128205128204
None,3,0.8436270396270394
None,4,0.7676643356643357
None,5,0.8436177156177153
None,6,0.849268065268065
None,7,0.8213240093240091
None,8,0.8431701631701628
None,9,0.7931445221445221
None,10,0.7644708624708625
None,11,0.7644708624708625
None,12,0.7644708624708625
None,13,0.7644708624708625
None,14,0.7644708624708625
None,15,0.7682750582750582
None,16,0.7704079254079254
None,17,0.8507995337995334
None,18,0.7676643356643357
None,19,0.8506340326340324
None,20,0.7644708624708625
None,21,0.7644708624708625
None,22,0.7644708624708625
None,23,0.7644708624708625
None,24,0.7644708624708625
None,25,0.7644708624708625
None,26,0.7652284382284381
None,27,0.8419487179487176
None,28,0.7644708624708625
None,29,0.8347925407925404
None,30,0.23568298368298368
None,31,0.7644708624708625
None,32,0.23583682983682985
None,33,0.7064219114219114
None,34,0.7633939393939394
None,35,0.7263403263403264
None,36,0.45515384615384613
None,37,0.7644708624708625
None,38,0.26041491841491843
None,39,0.7644708624708625
None,40,0.7640139860139858
None,41,0.6261841491841493
None,42,0.7641701631701631
None,43,0.7056759906759907
None,44,0.2689347319347319
None,45,0.7085990675990677
None,46,0.2659976689976689
None,47,0.7655291375291374
None,48,0.23507459207459205
None,49,0.3062237762237762
None,50,0.23446853146853147
None,51,0.7470675990675991
None,52,0.7474452214452213
None,53,0.23552913752913754
None,54,0.23431701631701632
None,55,0.7644708624708625
None,56,0.28045687645687645
None,57,0.7644708624708625
None,58,0.7687226107226107
None,59,0.7634009324009323
None,60,0.2356806526806527
None,61,0.7449557109557111
None,62,0.23507692307692307
None,63,0.7710186480186481
None,64,0.7517995337995338
None,65,0.6997296037296038
None,66,0.23552913752913754
None,67,0.764925407925408
None,68,0.2355291375291375
None,69,0.7530303030303029
None,70,0.7274988344988346
None,71,0.7224522144522146
None,72,0.23843822843822846
None,73,0.7644708624708625
None,74,0.6843426573426574
None,75,0.7056200466200465
None,76,0.7635664335664335
None,77,0.48025874125874124
None,78,0.7580675990675991
None,79,0.7640023310023311
None,80,0.7644708624708625
None,81,0.25671328671328675
None,82,0.23552913752913754
None,83,0.5359090909090911
None,84,0.6405198135198138
None,85,0.25048717948717947
None,86,0.7691818181818182
None,87,0.7643193473193473
None,88,0.7644708624708625
None,89,0.7643170163170163
None,90,0.7644708624708625
None,91,0.29325641025641025
None,92,0.7644708624708625
None,93,0.4146223776223775
None,94,0.25780186480186484
None,95,0.23552913752913754
None,96,0.5650606060606062
None,97,0.2362913752913753
None,98,0.6235104895104897
None,99,0.38489743589743586
