eps,hp_idx,accuracy
None,0,0.7488320611319798
None,1,0.7539703554399123
None,2,0.7539703554399122
None,3,0.754104944941931
None,4,0.7538176534790295
None,5,0.7539522429810483
None,6,0.7593462051142009
None,7,0.7545433321451607
None,8,0.7576827334574153
None,9,0.7539703554399123
None,10,0.7539703554399122
None,11,0.7539703554399122
None,12,0.7539703554399122
None,13,0.7539703554399123
None,14,0.7539703554399122
None,15,0.7539703554399122
None,16,0.7544087426431418
None,17,0.7564695652320546
None,18,0.7539703554399122
None,19,0.7564783579539546
None,20,0.7539703554399122
None,21,0.7539703554399122
None,22,0.7539703554399123
None,23,0.7539703554399122
None,24,0.7539703554399123
None,25,0.7539703554399122
None,26,0.7539703554399122
None,27,0.7673401996479058
None,28,0.7539703554399122
None,29,0.7729023116555438
None,30,0.25727400838294745
None,31,0.7522711170931153
None,32,0.2837473012069331
None,33,0.7541049449419311
None,34,0.7089121735888098
None,35,0.2772793599155414
None,36,0.543001847334098
None,37,0.7539703554399123
None,38,0.2508376174241283
None,39,0.754104944941931
None,40,0.24602964456008755
None,41,0.24602964456008763
None,42,0.2460296445600876
None,43,0.2460296445600876
None,44,0.7539703554399123
None,45,0.7539703554399122
None,46,0.2454929827599209
None,47,0.24604345650377135
None,48,0.340537207738265
None,49,0.7563780888772044
None,50,0.24589505505806872
None,51,0.7487329048083995
None,52,0.752881812937318
None,53,0.6786065231009377
None,54,0.7368785746268145
None,55,0.24589505505806872
None,56,0.24602964456008755
None,57,0.7539703554399122
None,58,0.24574715498314637
None,59,0.7208718018275356
None,60,0.7121748047967174
None,61,0.7539703554399123
None,62,0.28342407425614935
None,63,0.7461586989997367
None,64,0.2631171381493025
None,65,0.4355946328002496
None,66,0.24602964456008755
None,67,0.7539703554399123
None,68,0.2460313436650467
None,69,0.5085012463921867
None,70,0.2460296445600876
None,71,0.2461834611338234
None,72,0.7543895155714249
None,73,0.7542422811684809
None,74,0.7539703554399123
None,75,0.7539703554399123
None,76,0.24514186849697348
None,77,0.2460296445600876
None,78,0.6175851859296116
None,79,0.7478495708511
None,80,0.3008200249743721
None,81,0.24602964456008755
None,82,0.7539703554399123
None,83,0.7496666625355801
None,84,0.24602964456008755
None,85,0.25185886319693285
None,86,0.5354379685053775
None,87,0.2455937789400341
None,88,0.46972658499940484
None,89,0.7536657581458697
None,90,0.7487504367165693
None,91,0.2889777953152893
None,92,0.2530229494848681
None,93,0.6817153074815265
None,94,0.7474074019263769
None,95,0.2514297359007198
None,96,0.6623559203298458
None,97,0.2628773707952735
None,98,0.7530133491517059
None,99,0.7548460705496961
