eps,hp_idx,accuracy
None,0,0.23755591247885094
None,1,0.19974150002695065
None,2,0.27909421250249095
None,3,0.1775644813522354
None,4,0.30714025661439803
None,5,0.16569372898545384
None,6,0.5250533398120291
None,7,0.3127260353571275
None,8,0.5150656612224166
None,9,0.3058376552898999
None,10,0.3145339307299635
None,11,0.30314315344778653
None,12,0.36074433105714265
None,13,0.326304140553432
None,14,0.37760618779705213
None,15,0.35753844430661225
None,16,0.5550933938845487
None,17,0.560982471877221
None,18,0.5459088021126031
None,19,0.5668725375388121
None,20,0.32581138846354124
None,21,0.3149285631565104
None,22,0.33399069414859495
None,23,0.3414724641654135
None,24,0.36213822611530705
None,25,0.3774056882744333
None,26,0.5178519827907212
None,27,0.57485950496232
None,28,0.5168555325556035
None,29,0.5709550471380295
None,30,0.12926982163730738
None,31,0.19144340217280717
None,32,0.09273304059158972
None,33,0.20293446934992698
None,34,0.13854194504053008
None,35,0.2170171057263776
None,36,0.24487284744192248
None,37,0.334992803784439
None,38,0.24285979022563764
None,39,0.34857075243966895
None,40,0.10370398764950269
None,41,0.09782121996994396
None,42,0.10354254413908545
None,43,0.11787857833022768
None,44,0.0949346218812898
None,45,0.10171814325710997
None,46,0.1214700372584457
None,47,0.2670066263763591
None,48,0.1117932087671484
None,49,0.2823806789560045
None,50,0.09811550442221455
None,51,0.08184569359530307
None,52,0.1016193146199005
None,53,0.10849706546973843
None,54,0.08574103960496973
None,55,0.10640420361315338
None,56,0.0704745277867731
None,57,0.096323236015059
None,58,0.09661991721072878
None,59,0.1070065104767011
None,60,0.10050652067474107
None,61,0.13398663454970763
None,62,0.10940934004756071
None,63,0.0509140946961268
None,64,0.11029012427320055
None,65,0.10142014310196402
None,66,0.1350538043712313
None,67,0.1055039024878551
None,68,0.09991676551093831
None,69,0.0739622557602205
None,70,0.07926154058846235
None,71,0.11639057300724844
None,72,0.11939758765637175
None,73,0.10459946673298333
None,74,0.10062267394120211
None,75,0.10363595568792987
None,76,0.11339739879879694
None,77,0.08254809617742087
None,78,0.08026354585009696
None,79,0.07526715861167431
None,80,0.09741774193386835
None,81,0.11758340110069507
None,82,0.07247173773059616
None,83,0.11090594692013818
None,84,0.09722167192914001
None,85,0.10510362381305273
None,86,0.10350460234654368
None,87,0.11529024483228087
None,88,0.10520203696354198
None,89,0.10240169117096695
None,90,0.0941350772638302
None,91,0.09602163690894565
None,92,0.09142679404688549
None,93,0.09531829788116301
None,94,0.07875071826518774
None,95,0.10692732349995042
None,96,0.10640103387449977
None,97,0.09692979023696319
None,98,0.09303480395035625
None,99,0.07287412333445488
