eps,hp_idx,accuracy
None,0,0.09786824599653009
None,1,0.09786824599653009
None,2,0.09786824599653009
None,3,0.09786824599653009
None,4,0.09786824599653009
None,5,0.09786824599653009
None,6,0.09786824599653009
None,7,0.09786824599653009
None,8,0.09786824599653009
None,9,0.09786824599653011
None,10,0.7926837623139457
None,11,0.9141410405068111
None,12,0.8539894909115462
None,13,0.9326966324524136
None,14,0.8318634541409625
None,15,0.9188808306961557
None,16,0.9335261697233331
None,17,0.9398418070309956
None,18,0.9302811429814327
None,19,0.9588989942096879
None,20,0.7648911201634464
None,21,0.8906764510246347
None,22,0.7759538500991647
None,23,0.9309453662264728
None,24,0.8023264570611124
None,25,0.9351891054265098
None,26,0.8860201621256749
None,27,0.9649748128015608
None,28,0.8778619140052016
None,29,0.9663041918602526
None,30,0.10626124313951009
None,31,0.15444992068960578
None,32,0.11638434098746707
None,33,0.4500443369268028
None,34,0.16969029442009623
None,35,0.5498894886443756
None,36,0.23507946865413704
None,37,0.7211153733896368
None,38,0.28985880638280115
None,39,0.7393406131541711
None,40,0.09427142845669143
None,41,0.12664717100551653
None,42,0.12599083640439082
None,43,0.11705204904150472
None,44,0.052836613724854126
None,45,0.14738268481986624
None,46,0.16232499615719675
None,47,0.3894486496494162
None,48,0.09076764514507518
None,49,0.2692244867869265
None,50,0.10943184524458426
None,51,0.09445382278058025
None,52,0.09445382278058023
None,53,0.10415133334915794
None,54,0.0789635026872844
None,55,0.0902738783719513
None,56,0.14754708028153976
None,57,0.09890500909404494
None,58,0.09956286020963935
None,59,0.09817682941400326
None,60,0.09085688408960231
None,61,0.13046072555694388
None,62,0.11527694777384641
None,63,0.09852677794156305
None,64,0.09845027314986411
None,65,0.10741395474128093
None,66,0.068061934836121
None,67,0.1030175693656315
None,68,0.09751086577738902
None,69,0.11154829929029463
None,70,0.0880936354212311
None,71,0.10260602712363974
None,72,0.07970009168423067
None,73,0.10025726325600634
None,74,0.12600631414163022
None,75,0.12765468473504055
None,76,0.07720074898027536
None,77,0.09418166030215064
None,78,0.09593505238383183
None,79,0.07279012453609797
None,80,0.07410951651794068
None,81,0.08229835713470375
None,82,0.09351750233231794
None,83,0.13089774271603816
None,84,0.10916683914952607
None,85,0.10569148414909983
None,86,0.09069140880391614
None,87,0.09210413980217326
None,88,0.08255369170408226
None,89,0.08761341269678616
None,90,0.07630344173069327
None,91,0.13118754311252617
None,92,0.09437104275829877
None,93,0.11405671980886435
None,94,0.07163522901399302
None,95,0.14549174085891223
None,96,0.10172666576250426
None,97,0.13050584073974283
None,98,0.09662298961650381
None,99,0.10299183256543754
